STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,VINTYPE,VINMAKE,VINA_MOD,VIN_BT,VINMODYR,VIN_LNGT,VIN_WGT,WGTCD_TR,WHLBS_LG,WHLBS_SH,SER_TR,FUELCODE,MCYCL_DS,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,IMPACT2,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK
1,10007,1,1,2,1,1,2,40,53,0,1,0,1,2,12,3,12003,2,2001,1FAFP444X1F1,1,F,A,F,P,4,4,4,X,1,F,1,0,P,FORD,MUS,CV,1,17,3207,,0,1013,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,13,6,2,42,0,0,0,1,1,36541,6,1,0,0,3,1,64,130,2,0,0,1,0,11,2007,7,2009,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,12,1,1,4,6,2,0
1,10008,1,1,4,2,1,15,37,31,0,1,0,1,2,13,1,13001,4,1993,1LNLM81W4PY7,1,L,N,L,M,8,1,W,4,P,Y,7,0,P,LINC,EXC,4D,93,17,4024,,0,1174,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,5,3,13,6,2,1,0,0,0,1,1,35950,6,1,0,0,3,1,72,134,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,2,55,1,1,2,1,0,0,1,52,8,4,4,8,1,0
1,10009,1,1,2,2,1,9,55,1,0,1,0,1,1,52,401,52401,14,2003,JA4LS21H03J0,J,A,4,L,S,2,1,H,0,3,J,0,0,P,MITS,MNS,UT,3,17,3835,,0,1073,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,60,0,2,5,0,0,6,2,1,0,0,0,1,1,36092,6,1,0,0,3,0,68,229,0,0,0,0,0,0,0,0,0,1,89,0,0,0,1,2,45,3,6,2,1,0,0,14,6,1,4,4,7,1,0
1,10010,1,2,2,3,1,13,50,12,6,1,0,92,0,22,18,22018,2,1987,1G2NV54UXHC9,1,G,2,N,V,5,4,U,X,H,C,9,0,P,PONT,GAL,4D,87,17,2528,,0,1034,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,2,2,6,2,12,0,0,0,1,1,36856,1,1,0,0,2,0,66,125,0,1,1,0,0,1,2008,2,2008,0,38,0,0,0,1,4,55,3,6,2,1,0,0,11,15,1,1,1,68,1,1
1,10010,2,2,2,3,1,13,50,12,6,1,0,1,1,12,401,12401,14,2003,1FMZU63K03UB,1,F,M,Z,U,6,3,K,0,3,U,B,0,P,FORD,EPR,UT,3,17,4094,,0,1137,,F,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,5,12,12,6,2,12,0,0,0,1,1,36870,6,1,0,0,3,0,73,200,0,0,0,1,0,3,2009,3,2009,0,0,0,0,0,1,4,55,2,1,2,1,0,0,14,60,1,1,1,69,0,0
1,10011,1,1,1,4,1,5,50,17,0,1,0,1,4,20,461,20461,21,2008,1GCFG15X4812,1,G,C,F,G,1,5,X,4,8,1,2,0,T,CHEV,E15,CG,8,17,,2,0,1350,EXP,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,1,5,11,12,6,2,1,0,0,0,1,1,35975,6,1,6,0,3,0,75,295,0,0,0,1,0,4,2007,4,2007,1,0,0,0,0,1,2,45,2,6,2,1,0,0,14,12,1,1,4,6,1,0
1,10012,1,1,3,4,1,16,20,42,0,1,0,1,1,12,3,12003,2,2002,1FAFP42X82F1,1,F,A,F,P,4,2,X,8,2,F,1,0,P,FORD,MGT,CP,2,17,3241,,0,1013,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,95,0,0,0,12,12,6,2,42,0,0,0,1,1,36751,6,1,0,0,3,0,72,150,0,0,0,1,0,11,2007,11,2007,1,92,0,0,0,1,2,45,1,1,2,1,0,0,1,13,1,1,4,1,1,1
1,10013,1,1,3,5,1,23,30,42,0,1,0,92,0,37,31,37031,4,1996,2HGEJ6322TH1,2,H,G,E,J,6,3,2,2,T,H,1,0,P,HOND,UCC,2H,96,17,2175,,0,1032,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,64,0,1,5,4,98,6,2,42,0,0,0,1,1,35405,6,1,0,0,3,0,66,132,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1,2,35,3,5,2,1,0,0,14,13,1,4,4,7,1,1
1,10014,1,2,1,6,1,17,1,12,2,1,0,1,1,24,1,24001,4,1992,1G8ZG5492NZ1,1,G,8,Z,G,5,4,9,2,N,Z,1,0,P,STRN,SL1,4D,92,17,0,,0,1024,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,12,6,2,12,0,0,0,1,1,35950,2,1,2,0,2,0,72,225,2,4,0,1,1,1,2008,11,2009,0,28,0,0,0,1,2,45,1,5,2,1,0,0,1,10,1,1,2,50,1,0
1,10014,2,2,1,6,1,17,1,12,2,1,0,1,2,7,402,7402,14,2001,1B4HS28Z11F5,1,B,4,H,S,2,8,Z,1,1,F,5,0,P,DODG,DUR,UT,1,17,4512,,0,1159,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,12,6,2,12,0,0,0,1,1,35091,6,1,0,0,3,0,71,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,6,2,1,0,0,1,62,1,1,1,51,0,0
1,10015,1,1,1,6,1,15,21,34,0,1,0,1,1,19,20,19020,6,2008,1GYEE6375801,1,G,Y,E,E,6,3,7,5,8,0,1,0,P,CADI,SRX,UT,8,17,4164,,0,1164,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,1,5,7,98,6,2,1,0,0,0,1,1,36749,6,1,0,0,3,1,65,185,0,2,0,0,0,6,2009,7,2009,0,58,0,0,0,1,2,45,3,6,2,1,0,0,14,13,6,3,4,2,1,0
1,10016,1,2,1,7,1,9,5,12,2,1,0,1,1,20,481,20481,31,2004,1GCEK19T14E1,1,G,C,E,K,1,9,T,1,4,E,1,0,T,CHEV,SK1,4C,4,17,,2,1575,1435,SIL,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,12,6,2,12,0,0,0,1,1,35023,6,1,0,0,3,0,63,135,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,55,1,1,2,1,0,0,1,10,1,1,2,50,1,0
1,10016,2,2,1,7,1,9,5,12,2,1,0,1,3,87,881,87881,66,2000,1XP5DB9X6YN4,1,X,P,5,D,B,9,X,6,Y,N,4,1,T,PTRB,379,DS,0,17,,8,0,0,CON,D,,1,57,1588083,571588083,3,6,4,1,0,0,0,0,0,0,0,50,0,0,0,12,12,6,2,12,0,0,0,1,1,35063,6,1,6,0,3,0,72,220,0,0,0,0,0,0,0,0,0,0,89,0,0,0,1,2,55,1,1,2,1,0,0,1,62,1,1,1,51,0,0
1,10017,1,1,4,7,1,15,0,1,0,1,0,13,2,37,31,37031,4,1997,2HGEJ6676VH5,2,H,G,E,J,6,6,7,6,V,H,5,0,P,HOND,UCL,4D,97,17,2426,,0,1032,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,2,5,0,13,6,2,1,0,0,0,1,13,30125,0,0,0,0,0,0,999,999,98,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,55,1,1,2,4,0,0,1,12,1,4,4,7,1,0
1,10018,1,2,2,7,1,13,30,12,6,1,0,1,2,37,31,37031,2,2003,1HGEM229X3L0,1,H,G,E,M,2,2,9,X,3,L,0,0,P,HOND,UAX,CP,3,17,2553,,0,1031,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,2,2,6,2,12,0,0,0,1,1,36454,6,1,0,0,3,1,76,195,0,0,0,2,0,4,2008,6,2009,0,28,58,0,0,1,2,55,1,1,2,2,0,0,1,13,6,4,2,66,2,0
1,10018,2,2,1,7,1,13,30,12,6,1,0,1,1,30,40,30040,4,2008,3VWRM71K68M0,3,V,W,R,M,7,1,K,6,8,M,0,0,P,VOLK,JSE,4D,8,17,3202,,0,1015,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,12,6,2,12,0,0,0,1,1,36470,6,1,0,0,3,0,65,180,1,0,0,0,0,4,2009,4,2009,0,0,0,0,0,1,2,55,1,1,2,2,0,0,1,62,1,1,1,66,0,0
1,10019,1,1,2,10,1,4,37,53,0,1,0,1,2,12,401,12401,14,1999,1FMZU32E3XZA,1,F,M,Z,U,3,2,E,3,X,Z,A,0,P,FORD,EPR,UT,99,17,3891,,0,1116,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,2,5,12,12,6,2,1,0,0,0,1,1,35214,6,1,0,0,3,0,66,210,0,0,0,1,0,5,2008,5,2008,0,0,0,0,0,2,2,65,1,5,2,1,0,0,1,13,1,1,4,1,1,1
1,10020,1,2,2,7,1,16,49,12,6,1,0,1,3,20,481,20481,40,1997,1GBGC34R6VF0,1,G,B,G,C,3,4,R,6,V,F,0,1,T,CHEV,GC3,CB,97,17,,2,1595,1315,GM4,G,,2,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,2,2,6,2,12,0,0,0,1,1,35950,6,1,0,0,3,0,64,162,0,0,0,0,1,2,2007,2,2007,1,87,0,0,0,1,2,45,1,5,2,4,0,0,1,5,1,4,2,66,1,0
1,10020,2,2,1,7,1,16,49,12,6,1,0,28,3,87,881,87881,66,2000,1XP5DB9X1YN4,1,X,P,5,D,B,9,X,1,Y,N,4,1,T,PTRB,379,DS,0,17,,8,0,0,CON,D,,1,57,1009875,571009875,3,6,2,1,0,0,0,0,0,0,0,45,0,0,0,12,12,6,2,12,0,0,0,1,28,39212,6,1,6,0,3,0,68,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,6,2,4,0,0,1,62,1,1,1,66,0,0
1,10021,1,2,2,7,1,16,34,12,6,1,0,1,1,49,472,49472,30,2000,4TANM92N3YZ5,4,T,A,N,M,9,2,N,3,Y,Z,5,0,T,TOYT,RRG,PK,0,17,,1,0,1033,TAC,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,1,5,12,12,6,2,12,0,0,0,1,1,35964,6,1,0,0,3,0,68,175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,55,3,5,2,4,0,0,14,5,1,4,2,66,1,0
1,10021,2,2,1,7,1,16,34,12,6,1,0,1,3,51,881,51881,66,2007,4V4MC9GF37N4,4,V,4,M,C,9,G,F,3,7,N,4,1,T,VOLV,VNM,DS,7,17,,8,0,0,VVN,D,,1,57,64609,5764609,3,6,1,1,0,0,0,0,0,0,0,45,0,1,5,8,8,6,2,12,0,0,0,1,1,35950,6,1,6,0,3,0,72,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,2,6,2,4,0,0,14,62,1,1,1,66,0,0
1,10022,1,1,1,11,1,6,28,8,0,1,0,1,3,12,481,12481,31,2005,1FTRF12245NB,1,F,T,R,F,1,2,2,4,5,N,B,0,T,FORD,F15,PK,5,17,,2,1450,1260,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,12,6,2,8,0,0,0,1,1,35973,6,1,0,0,3,0,69,240,0,0,0,2,0,3,2008,8,2008,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,80,9,1,1,13,0,0
1,10023,1,2,1,11,1,13,4,12,6,1,0,1,1,49,32,49032,4,2001,1NXBR12E71Z5,1,N,X,B,R,1,2,E,7,1,Z,5,0,P,TOYT,UCS,4D,1,17,2410,,0,970,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,1,6,2,12,0,0,0,1,1,35603,6,1,0,0,3,0,64,135,1,0,0,0,0,6,2009,6,2009,0,38,0,0,0,2,2,55,1,1,2,1,3,3,11,15,1,1,1,68,1,0
1,10023,2,2,1,11,1,13,4,12,6,1,0,1,1,22,18,22018,4,2001,1G2NF52E61M5,1,G,2,N,F,5,2,E,6,1,M,5,0,P,PONT,SE1,4D,1,17,3116,,0,1070,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,12,6,2,12,0,0,0,1,35,35956,6,1,0,0,3,0,60,140,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,1,2,1,3,3,1,66,1,1,1,69,0,0
1,10024,1,2,1,12,1,15,5,8,0,1,0,0,0,98,998,98998,97,2009,L07A4LHE99R0,L,0,7,A,4,L,H,E,9,9,R,0,0,U,,,,9,17,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,3,6,2,12,33,0,0,1,1,35950,0,0,0,0,1,0,999,999,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,2,55,1,1,2,1,0,0,1,17,1,1,1,98,0,0
1,10024,2,2,1,12,1,15,5,8,0,1,0,1,1,19,421,19421,15,1999,1GYEK13R0XR4,1,G,Y,E,K,1,3,R,0,X,R,4,0,P,CADI,ESC,UT,99,17,5573,,0,1175,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,12,6,2,8,0,0,0,1,1,35950,6,1,0,0,3,0,69,155,1,1,0,3,0,2,2007,12,2009,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,66,1,1,1,13,0,0
1,10025,1,1,1,13,1,3,30,42,0,1,0,1,1,49,471,49471,30,1989,JT4RN81R5K00,J,T,4,R,N,8,1,R,5,K,0,0,0,T,TOYT,SWS,PK,89,17,,1,0,1030,HTP,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,12,6,2,42,0,0,0,1,1,36544,6,1,0,0,3,1,71,215,1,3,0,1,1,3,2007,5,2008,0,0,0,0,0,1,2,45,1,6,2,1,0,0,1,12,1,1,4,6,1,0
1,10026,1,1,1,14,1,0,1,34,0,1,0,1,1,12,471,12471,30,1999,1FTYR10V4XTA,1,F,T,Y,R,1,0,V,4,X,T,A,0,T,FORD,RNG,PK,99,17,,1,1175,1116,RNG,F,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,5,12,12,6,2,1,0,0,0,1,1,36107,6,1,0,0,3,0,66,165,0,0,0,0,0,0,0,0,0,0,99,99,99,99,1,2,55,3,6,2,1,0,0,14,12,7,3,4,2,1,0
1,10027,1,1,1,16,1,5,0,42,0,1,0,1,1,12,3,12003,2,2002,1FAFP40472F1,1,F,A,F,P,4,0,4,7,2,F,1,0,P,FORD,MUS,CP,2,17,3066,,0,1013,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,12,12,6,2,42,0,0,0,1,1,36010,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,55,3,1,2,2,0,0,14,12,1,1,4,6,1,0
1,10028,1,2,4,15,1,14,45,12,6,1,0,1,2,20,421,20421,15,2000,1GNCS18W0YK2,1,G,N,C,S,1,8,W,0,Y,K,2,0,P,CHEV,BZR,UT,0,17,3518,,0,1005,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,1,5,12,12,6,2,12,0,0,0,1,1,35057,6,1,0,0,3,0,71,140,0,0,0,0,0,0,0,0,0,1,39,0,0,0,2,2,40,1,5,2,1,20,3,1,17,1,1,1,86,0,0
1,10028,2,2,1,15,1,14,45,12,6,1,0,1,1,49,472,49472,30,2000,4TANL42N1YZ5,4,T,A,N,L,4,2,N,1,Y,Z,5,0,T,TOYT,REG,PK,0,17,,1,0,1033,TAC,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,3,3,6,2,12,0,0,0,1,1,35058,6,1,6,0,3,0,69,180,0,0,0,3,0,2,2009,2,2009,0,0,0,0,0,1,2,35,1,1,2,1,0,0,1,66,1,1,1,87,1,0
1,10029,1,1,2,17,1,21,35,42,0,1,0,1,2,55,35,55035,4,2007,KMHDU46D47U2,K,M,H,D,U,4,6,D,4,7,U,2,0,P,HYUN,GST,4D,7,17,2723,,0,1043,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,5,1,12,6,2,42,0,0,0,1,1,35019,6,1,0,0,3,0,68,150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,35,3,1,2,2,0,0,14,6,1,4,4,7,2,0
1,10030,1,1,8,18,1,17,40,1,0,1,0,1,1,35,401,35401,14,1998,JN8AR05Y1WW2,J,N,8,A,R,0,5,Y,1,W,W,2,0,P,NISS,PFI,UT,98,17,3974,,0,1063,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,2,1,0,98,6,2,1,0,0,0,1,1,36040,1,1,0,0,2,0,65,142,1,1,0,3,1,5,2007,10,2009,1,8,33,0,0,1,2,35,1,1,2,1,0,0,6,6,1,3,2,98,1,1
1,10031,1,1,1,21,1,22,30,1,0,1,0,1,2,53,705,53705,80,2007,VTTGM51A8721,V,T,T,G,M,5,1,A,8,7,2,1,0,M,SUZI,G50,RS,7,17,,,,,,,487,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,0,98,2,3,42,0,0,0,1,1,35549,6,1,0,0,2,1,73,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,1,1,1,0,0,1,12,1,1,4,6,1,1
1,10032,1,1,1,22,1,5,40,42,0,1,0,1,1,2,404,2404,14,1998,1J4FX58SXWC3,1,J,4,F,X,5,8,S,X,W,C,3,0,T,JEEP,LRT,4W,98,17,,1,0,1059,GCK,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,1,1,6,2,42,0,0,0,1,1,35120,6,1,0,0,3,0,71,250,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,45,1,1,2,2,20,3,1,14,1,1,4,14,1,0
1,10033,1,1,2,23,1,15,45,34,0,1,0,1,2,37,31,37031,2,2008,2HGFG12808H5,2,H,G,F,G,1,2,8,0,8,H,5,0,P,HOND,UAX,CP,8,17,2769,,0,1043,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,1,5,6,13,6,2,42,0,0,0,1,1,36507,6,2,0,0,3,0,63,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,55,1,1,2,1,0,0,1,13,1,3,4,2,1,0
1,10034,1,2,1,28,1,12,25,12,6,1,0,45,1,24,401,24401,14,2007,5GZCZ53457S8,5,G,Z,C,Z,5,3,4,5,7,S,8,1,P,STRN,VUE,UT,7,17,3534,,0,1066,,G,,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,0,0,9,9,6,2,12,0,0,0,1,45,29445,6,1,0,0,3,0,63,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,70,1,1,2,1,0,0,1,8,1,3,6,66,1,0
1,10034,2,2,1,28,1,12,25,12,6,1,0,13,3,85,881,85881,66,2006,1XKWDB9X26J1,1,X,K,W,D,B,9,X,2,6,J,1,1,T,KW,W90,DS,6,17,,8,2850,1600,CON,D,,1,57,185195,57185195,3,6,4,1,0,0,0,0,0,0,0,70,7,0,0,12,12,6,2,12,0,0,0,1,13,30153,6,1,6,0,3,0,71,205,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,70,1,1,2,1,0,0,1,64,1,1,1,66,0,0
