STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
4,Arizona,40229,2,1,1PNV532B*VG******,2021-09-08 14:07:06,0,6,TRAILER,4312,PINES TRAILER LIMITED PARTNERSHIP,6368,PINE RIDGE,17605,Pine Ridge,1997,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,"102 5/16""(2.6m) Wide Units",61,Trailer,,,,,,,,,53.000,Van Smooth Side,2,,
4,Arizona,40248,1,1,1NW33BR0*YD******,2021-09-08 14:07:07,0,6,TRAILER,3427,"NU WA INDUSTRIES, INC.",2420,"NU WA INDUSTRIES, INC.",6208,Snowbird SE 102,2000,,,6,UNITED STATES (USA),KANSAS,CHANUTE,Nu Wa Building 4,Digit Code: not used,61,Trailer,,,,,26,Fifth Wheel,,,,Length : 32 - UP,3,,
4,Arizona,40269,1,1,4U3B0482*5L******,2021-09-08 14:07:07,0,6,TRAILER,9213,"BULL MOOSE HEAVY HAUL, INC",6869,X-L SPECIALIZED TRAILERS INC,18367,X-L SPECIALIZED TRAILERS INC,2005,,,6,UNITED STATES (USA),IOWA,MANCHESTER,,,61,Trailer,,,,,,,,,48.000,"Ag/Commercial/Construction Fixed/Rigid Neck (SDS, SDX, PGD, FD, DDE, FDE, RG, SD, SDE, DD, LSD, BM)",2,,
4,Arizona,40269,2,1,527SR532*DM******,2021-09-08 14:07:07,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2013,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
4,Arizona,40273,2,1,5HTAB442*67******,2021-09-08 14:07:07,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2006,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
4,Arizona,40346,1,1,1JJV532Y*WL******,2021-09-08 14:07:07,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,22482,Exterior Post Can,1998,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40348,1,1,3H3V532C*GT******,2021-09-08 14:07:07,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
4,Arizona,40348,2,1,1D9SD382*ER661***,2021-09-08 14:07:07,0,6,TRAILER,7719,"DRAGON ESP, LTD",956,DRAGON PRODUCTS,4976,Dragon Products,2014,,,6,UNITED STATES (USA),COLORADO,LAMAR,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,38.000,,2,,
4,Arizona,40357,2,1,40FL0482*T1******,2021-09-08 14:07:08,0,6,TRAILER,15360,TALBERT MANUFACTURING INC.,5932,TALBERT,18136,TALBERT,1996,,,6,UNITED STATES (USA),INDIANA,RENSSELAER,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semi-Trailer, Level Deck",2,,
4,Arizona,40378,2,1,1JJV532B*DL******,2021-09-08 14:07:08,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2013,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40382,2,1,1JJV281D*EL******,2021-09-08 14:07:08,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2014,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
4,Arizona,40382,2,2,1JJV2811*1L******,2021-09-08 14:07:08,"1,400",6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,22487,40' Gooseneck,2001,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,3,Gooseneck,28.000,,1,,
4,Arizona,40459,2,1,1UYVS128*7P******,2021-09-08 14:07:09,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
4,Arizona,40460,2,1,5DN12482*HB******,2021-09-08 14:07:09,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2017,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,61,Trailer,,,,,34,Chipper Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
4,Arizona,40464,1,1,1GRAA062*HB******,2021-09-08 14:07:09,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
4,Arizona,40496,2,1,1R9BS402*2L168***,2021-09-08 14:07:09,1,6,TRAILER,18015,R-WAY CORPORATION,9265,R-WAY CORPORATION,23500,R-Way Corporation,2002,Standard,,6,UNITED STATES (USA),MINNESOTA,LONG PRAIRIE,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,40.000,Belly Dump,2,,
4,Arizona,40502,2,1,1GRAA062*GW******,2021-09-08 14:07:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
4,Arizona,40510,1,1,1UYVS128*GP******,2021-09-08 14:07:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
4,Arizona,40510,1,2,1GRAA561*EB******,2021-09-08 14:07:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
4,Arizona,40535,2,1,1GRAP062*FK******,2021-09-08 14:07:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
4,Arizona,40543,1,1,1GRAA062*GK******,2021-09-08 14:07:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
4,Arizona,40572,2,1,3H3V532C*FT******,2021-09-08 14:07:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
4,Arizona,40585,2,1,1JJV532D*JL******,2021-09-08 14:07:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40592,1,1,1D9BV482*H1609***,2021-09-08 14:07:11,0,6,TRAILER,11391,"DOONAN SPECIALIZED TRAILER, LLC",1335,DOONAN SPECIALIZED TRAILER,4689,Doonan Specialized Trailer,2017,,,6,UNITED STATES (USA),KANSAS,GREAT BEND,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,,Platform,2,,
4,Arizona,40605,1,1,1UYVS253*HU******,2021-09-08 14:07:11,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40611,2,1,1PMA2442*D5******,2021-09-08 14:07:11,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2013,,,6,UNITED STATES (USA),MISSOURI,SPRINGFIELD,,,61,Trailer,,,,,15,Tank Trailer,30,Other,44.000,Vessel Code: DOT 406,2,,
4,Arizona,40634,1,1,1UYVS253*6U******,2021-09-08 14:07:11,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40634,3,1,1JJV532W*4L******,2021-09-08 14:07:11,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2004,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40687,2,1,1GRAA062*HK******,2021-09-08 14:07:11,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
4,Arizona,40694,2,1,1TKP0422*GW******,2021-09-08 14:07:11,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2016,,,6,UNITED STATES (USA),NORTH DAKOTA,WEST FARGO,,Configuration: Position not used at this time.,61,Trailer,,,,,,,,,42.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",2,,
4,Arizona,40781,1,1,1TTF482C*J3******,2021-09-08 14:07:12,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27663,Combo Steel/Alum Flatbed,2018,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
4,Arizona,40801,2,1,1TTE4820*81******,2021-09-08 14:07:12,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2008,,,6,UNITED STATES (USA),ILLINOIS,ANNA,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,48.000,,2,,
4,Arizona,40822,1,1,1PT01ANH*19******,2021-09-08 14:07:12,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2001,Optimum,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
4,Arizona,40872,2,1,1WRSE528*YW******,2021-09-08 14:07:12,0,6,TRAILER,11666,WESCO TRAILER SALES,8897,WESCO TRAILER SALES,23004,Wesco Trailer Sales,2000,,,6,UNITED STATES (USA),CALIFORNIA,WOODLAND,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,36,Van Trailer,4,Straight Semi/Semi Trailer,,Length: 40'-50',2,,
4,Arizona,40879,1,1,1JJV532B*HL******,2021-09-08 14:07:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
5,Arkansas,50047,2,1,13N24830*61******,2021-09-08 14:07:13,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2006,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,"Tandem Axles, Spread",2,,
5,Arkansas,50252,1,1,1JJV532D*CL******,2021-09-08 14:07:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60016,2,1,1TKH0452*KM******,2021-09-08 14:07:13,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2019,,,6,UNITED STATES (USA),SOUTH DAKOTA,MITCHELL,,Configuration: Position not used at this time.,61,Trailer,,,,,111,Special Design Trailer,,,45.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",2,,
6,California,60059,2,1,4HXLS142*TC******,2021-09-08 14:07:13,0,6,TRAILER,6639,"CARSON TRAILER, INC.",6799,CARSON TRAILER,,,1996,,,6,UNITED STATES (USA),CALIFORNIA,GARDENA,,,,,,,,,16,Utility Trailer,,,14.000,,2,,
6,California,60069,2,1,5D7GC402*2C******,2021-09-08 14:07:13,0,6,TRAILER,9410,CHARLESTON MARINE CONTAINERS INC.,4027,CHARLESTON MARINE CONTAINERS,8698,CHARLESTON MARINE CONTAINERS,2002,,,6,UNITED STATES (USA),SOUTH CAROLINA,CHARLESTON,,,61,Trailer,,,,,46,Chassis,3,Gooseneck,40.000,Steel Frame,2,,
6,California,60094,1,1,1JJV532W*7L******,2021-09-08 14:07:14,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60095,1,1,1JJV532W*7L******,2021-09-08 14:07:14,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60114,2,1,1JJV452W*XL******,2021-09-08 14:07:14,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,45.000,,2,,
6,California,60135,2,1,1GRAA062*AW******,2021-09-08 14:07:14,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60138,1,1,1UYVS253*7U******,2021-09-08 14:07:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60159,1,1,10BFB723*HF******,2021-09-08 14:07:15,0,6,TRAILER,5083,BRENNER TANK LLC,6976,BRENNER/BEALL/LAFAYETTE,21581,DOT 407,2017,,,6,UNITED STATES (USA),WISCONSIN,FOND DU LAC,,,61,Trailer,,,,,,,,,,Type of Material: Stainless Steel,2,,
6,California,60252,2,1,4V0TC252*CA******,2021-09-08 14:07:15,0,6,TRAILER,13338,DS CORP,897,DS CORP DBA CROSSROADS RV,5617,DS Corp dba Crossroads RV,2012,Cross Roads,,6,UNITED STATES (USA),INDIANA,TOPEKA,Plant 1,,61,Trailer,,,,,,,30,Other,25.000,,2,,
6,California,60266,1,1,1JJV532D*FL******,2021-09-08 14:07:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60266,2,1,1UYVS253*7U******,2021-09-08 14:07:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60271,1,1,1BN2B211*6P******,2021-09-08 14:07:15,0,6,TRAILER,4571,BEALL TRAILERS,4862,BEALL TRAILERS,11201,Beall Trailers,2006,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,61,Trailer,,,,,103,Bulk,4,Straight Semi/Semi Trailer,21.000,,1,,
6,California,60271,1,2,1BN1B202*6P******,2021-09-08 14:07:16,0,6,TRAILER,4571,BEALL TRAILERS,4862,BEALL TRAILERS,11201,Beall Trailers,2006,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,61,Trailer,,,,,103,Bulk,14,Bumper Pull,20.000,,2,,
6,California,60328,2,1,1UYVS253*AU******,2021-09-08 14:07:16,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60335,1,1,LJRC5426*71******,2021-09-08 14:07:16,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2007,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,54.000,,2,,
6,California,60363,2,1,1JJV532W*1L******,2021-09-08 14:07:16,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2001,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60395,2,1,1UYVS253*5P******,2021-09-08 14:07:16,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60408,3,1,1PT01AAH*L9******,2021-09-08 14:07:16,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2020,Optimum,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
6,California,60499,1,1,5FTBD122*H1******,2021-09-08 14:07:16,0,6,TRAILER,6919,FELLING TRAILERS,4771,FELLING TRAILERS,10467,Felling Trailers,2017,,,6,UNITED STATES (USA),MINNESOTA,SAUK CENTRE,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,1,Ball Type Pull,12.000,,2,,
6,California,60541,2,1,1UNSH482*7C******,2021-09-08 14:07:17,0,6,TRAILER,1739,"DRAGON PRODUCTS, LTD",956,DRAGON PRODUCTS,4976,Dragon Products,2007,,,6,UNITED STATES (USA),CALIFORNIA,,,,,,,,,,175,Hoist Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
6,California,60613,2,1,1JJV532W*1L******,2021-09-08 14:07:17,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2001,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60621,2,1,1N9GE483*3E167***,2021-09-08 14:07:17,0,6,TRAILER,2205,THE ALUMINUM TRAILER COMPANY,1504,ALUMINUM TRAILER CO.,4895,Aluminum Trailer Co.,2003,,Enclosed,6,UNITED STATES (USA),INDIANA,ELKHART,,,61,Trailer,,,,,,,3,Gooseneck,48.000,Gooseneck Aluminum,3,,
6,California,60624,2,1,4N11H222*Y0******,2021-09-08 14:07:17,0,6,TRAILER,11494,"NORTHWOOD MANUFACTURING, INC.",8202,NASH,21872,Northwood Investments Corporation,2000,,,6,UNITED STATES (USA),OREGON,LA GRANDE,,,61,Trailer,,,,,21,Travel Trailer,,,22.000,Standard Travel Trailer,2,,
6,California,60653,2,1,1JJV281N*SL******,2021-09-08 14:07:18,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,22475,FRP Semi-Can,1995,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
