STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
4,Arizona,40208,2,1,10BAB624*XM******,2021-09-08 14:02:09,0,6,TRAILER,5083,BRENNER TANK LLC,1590,BRENNER TANK,5687,Brenner Tank,1999,,,6,UNITED STATES (USA),WISCONSIN,MAUSTON,Brenner Tank LLC.,,61,Trailer,,,,,15,Tank Trailer,,,,Type of Trailer: Non-Code. Carries food products or other non-hazardous materials.,2,3,Tandem
4,Arizona,40262,2,1,1JJV532W*WL******,2021-09-08 14:02:09,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1998,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40293,1,1,1BN2T442*6K******,2021-09-08 14:02:09,0,6,TRAILER,4571,BEALL TRAILERS,4862,BEALL TRAILERS,11201,Beall Trailers,2006,,,6,UNITED STATES (USA),WASHINGTON,KENT,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,,2,,
4,Arizona,40294,2,1,5V8VC532*EM******,2021-09-08 14:02:10,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2014,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
4,Arizona,40300,1,1,3H3V532C*ET******,2021-09-08 14:02:10,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2014,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
4,Arizona,40316,2,1,1UYVS253*DP******,2021-09-08 14:02:10,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2013,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40321,2,1,48X1H372*81******,2021-09-08 14:02:10,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2008,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,37.000,Watson ARx43,2,,
4,Arizona,40373,1,1,1UYVS253*5U******,2021-09-08 14:02:11,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40380,2,1,1GRAA032*4K******,2021-09-08 14:02:11,1,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,51.500,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
4,Arizona,40381,1,1,3H3V402C*DT******,2021-09-08 14:02:11,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2013,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,40.000,Material: Aluminum/Steel,2,,
4,Arizona,40390,3,1,1GRDM962*CH******,2021-09-08 14:02:11,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Platform,2,,
4,Arizona,40394,1,1,1TTF4820*72******,2021-09-08 14:02:11,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2007,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Platform,2,,
4,Arizona,40394,2,1,3H3V482C*VT******,2021-09-08 14:02:12,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,1997,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
4,Arizona,40486,1,1,1UYVS253*6P******,2021-09-08 14:02:12,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40506,1,1,1JJV532D*GL******,2021-09-08 14:02:12,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40506,3,2,1RZ1KA1A*J1******,2021-09-08 14:02:12,0,6,TRAILER,6992,"CON-WAY MANUFACTURING, INC.",1881,CON-WAY MANUFACTURING,5385,CON-WAY MANUFACTURING,2018,,,6,UNITED STATES (USA),CALIFORNIA,FONTANA,,Body Construction = Exterior Post Aluminum,61,Trailer,,,,,131,Truck Campers,,,28.000,Length = less than 29 but at least 28,1,,
4,Arizona,40517,2,1,1UYVS253*FM******,2021-09-08 14:02:12,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40528,2,1,16VGX202*62******,2021-09-08 14:02:13,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX TRAILER MANUFACTURING,,,2006,,,6,UNITED STATES (USA),TEXAS,MOUNT PLEASANT,"Big Tex Trailer Manufacturing, Inc.",,,,,,,,16,Utility Trailer,3,Gooseneck,20.000,,2,,
4,Arizona,40540,1,1,1GRAA062*5B******,2021-09-08 14:02:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
4,Arizona,40582,2,1,1GRAA962*5W******,2021-09-08 14:02:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
4,Arizona,40598,2,1,1GRAA062*EE******,2021-09-08 14:02:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2014,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
4,Arizona,40598,3,1,4HXSU081*9C******,2021-09-08 14:02:13,0,6,TRAILER,6639,"CARSON TRAILER, INC.",6799,CARSON TRAILER,,,2009,,,6,UNITED STATES (USA),CALIFORNIA,GARDENA,,,,,,,,,16,Utility Trailer,,,8.000,,1,,
4,Arizona,40646,1,1,1GRAA561*4K******,2021-09-08 14:02:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
4,Arizona,40669,1,1,1JJV532W*3L******,2021-09-08 14:02:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2003,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40673,1,1,1UYVS253*GU******,2021-09-08 14:02:14,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
4,Arizona,40673,2,1,1JJV532W*5L******,2021-09-08 14:02:14,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2005,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
4,Arizona,40681,3,1,3H3V532C*HT******,2021-09-08 14:02:14,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
4,Arizona,40717,1,1,53PFB101*BU******,2021-09-08 14:02:14,0,6,TRAILER,5731,"PACE AMERICAN, INC.",2500,PACE AMERICAN,6324,Pace American Trailer,2011,,,6,UNITED STATES (USA),UTAH,,Pace American of Utah,"GVWR: 1,000-6,000",,,1,"Class 1: 6,000 lb or less (2,722 kg or less)",,,59,Van/Covered Cargo/Enclosed,,,10.000,Length: 6-20 ft; Width: 4-6 ft; Tag ENclosed Cargo,1,,
4,Arizona,40756,3,1,1UYVS236*GU******,2021-09-08 14:02:14,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,36.000,,2,,
4,Arizona,40767,2,1,1NW32HN0*CA******,2021-09-08 14:02:14,0,6,TRAILER,3427,"NU WA INDUSTRIES, INC.",2420,"NU WA INDUSTRIES, INC.",6213,Hitchiker,2012,,,6,UNITED STATES (USA),KANSAS,CHANUTE,"Nu Wa Industries Inc, Building 1",Digit Code: not used,61,Trailer,,,,,26,Fifth Wheel,,,30.000,,2,,
4,Arizona,40767,2,2,2SWUW11A*2G******,2021-09-08 14:02:14,0,6,TRAILER,10656,1652344 ONTARIO LIMITED,2833,SNOWBEAR,6778,SnowBear Trailer,2002,,,1,CANADA,ONTARIO,GUELPH,,,61,Trailer,10,"Class 1A: 3,000 lb or less (1,360 kg or less)",,,16,Utility Trailer,,,,Body Type: Welded Frame,1,,
4,Arizona,40828,2,1,1JJV532D*BL******,2021-09-08 14:02:15,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2011,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
5,Arkansas,50196,2,1,1GRAA561*7K******,2021-09-08 14:02:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
5,Arkansas,50205,1,1,5JYLT402*6P******,2021-09-08 14:02:15,0,6,TRAILER,2290,PITTS ENTERPRISES INC,2831,PITTS TRAILERS,6775,Pitts Trailers,2006,,,6,UNITED STATES (USA),ALABAMA,PITTSVIEW,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,40.000,,2,,
5,Arkansas,50226,1,1,1UYVS253*FP******,2021-09-08 14:02:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
5,Arkansas,50237,1,1,1GRAA062*7B******,2021-09-08 14:02:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
5,Arkansas,50240,2,1,1P9BC162*8P587***,2021-09-08 14:02:15,0,6,TRAILER,10708,"PROGRESSIVE TRAILERS, LLC",2534,PROGRESSIVE TRAILERS,6361,Progressive Trailers,2008,,,6,UNITED STATES (USA),OKLAHOMA,PAULS VALLEY,,,61,Trailer,,,,,3,Car Hauler Trailer,1,Ball Type Pull,16.000,,2,,
5,Arkansas,50321,1,1,4C9BM092*BH200***,2021-09-08 14:02:15,0,6,TRAILER,7012,"CAR REPLICA TRAILERS, LLC",865,CAR REPLICA TRAILERS,4048,Car Replica Trailers,2011,,,6,UNITED STATES (USA),ALABAMA,HARTSELLE,,,61,Trailer,,,,,12,Motorcycle Trailer,1,Ball Type Pull,9.000,,2,,
5,Arkansas,50393,2,1,1UYFS248*WA******,2021-09-08 14:02:15,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1998,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
6,California,60038,2,1,1GRAA062*5D******,2021-09-08 14:02:16,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60054,2,1,5DN15442*9B******,2021-09-08 14:02:16,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2009,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,44.000,Transfer (Express Belt),2,,
6,California,60069,2,1,1GRAA962*GK******,2021-09-08 14:02:16,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,60087,2,1,LJRC4125*G1******,2021-09-08 14:02:16,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2016,,,8,CHINA,,SHENZHEN,,"GVWR = 25,000-29,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
6,California,60104,1,1,1JJV532W*6L******,2021-09-08 14:02:16,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60142,2,1,1ALSF028*VS******,2021-09-08 14:02:16,0,6,TRAILER,4855,"ALLOY TRAILER, INC",5399,ALLOY,13950,Alloy Trailers,1997,,,6,UNITED STATES (USA),WASHINGTON,SPOKAN,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,,"Trailer Length: 45'7"" & over",2,,
6,California,60180,2,1,16WTE123*FC******,2021-09-08 14:02:17,0,6,TRAILER,2208,CERTIFIED STAINLESS SERVICES INC DBA WESTMARK,1771,WEST-MARK,5206,"Certified Stainless Services, Inc dba West-Mark",2015,,,6,UNITED STATES (USA),CALIFORNIA,CERES,,,61,Trailer,,,,,15,Tank Trailer,,,12.000,NON-SPEC,3,,
6,California,60191,1,1,1JJV532D*FL******,2021-09-08 14:02:17,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60191,2,1,3AKJGEDV*GD******,2021-09-08 14:02:17,0,3,TRUCK,1024,DAIMLER TRUCKS NORTH AMERICA LLC,450,FREIGHTLINER,2501,Cascadia,2016,,"125"" sleeper cab",12,MEXICO,,SANTIAGO,Mercedes-Benz,,66,Truck-Tractor,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,0,Not Applicable,0,Not Applicable,,,,,
6,California,60191,3,1,1UYVS248*AU******,2021-09-08 14:02:18,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
6,California,60201,1,1,1R91A392*2H336***,2021-09-08 14:02:18,0,6,TRAILER,2619,R.A.M. TRAILERS,6172,R.A.M. TRAILERS,16310,R.A.M. TRAILERS,2002,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,39.000,Aluminium I Beam,2,,
6,California,60202,1,1,1RZ19F2C*F2******,2021-09-08 14:02:18,0,6,TRAILER,6992,"CON-WAY MANUFACTURING, INC.",1881,CON-WAY MANUFACTURING,5385,CON-WAY MANUFACTURING,2015,,,6,UNITED STATES (USA),ARIZONA,SEARCY,,Body Construction = other,61,Trailer,,,,,131,Truck Campers,,,51.000,Length = greater than 50,2,,
6,California,60202,2,1,1JJV532B*GL******,2021-09-08 14:02:18,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60260,2,1,1UYVS253*CU******,2021-09-08 14:02:18,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60262,1,1,3H3V532C*FT******,2021-09-08 14:02:18,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
6,California,60328,2,1,5DN14452*8B******,2021-09-08 14:02:18,0,6,TRAILER,8543,WESTERN TRAILER COMPANY,3808,WESTERN TRAILER COMPANY,8295,Western Trailer Company,2008,,,6,UNITED STATES (USA),IDAHO,BOISE,Western Trailer Company,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,45.000,Transfer (Express Floor),2,,
6,California,60338,1,1,1BN2B191*WP******,2021-09-08 14:02:19,0,6,TRAILER,4571,BEALL TRAILERS,4862,BEALL TRAILERS,11201,Beall Trailers,1998,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,61,Trailer,,,,,103,Bulk,4,Straight Semi/Semi Trailer,19.000,,1,,
6,California,60352,1,1,1GRAA062*AW******,2021-09-08 14:02:19,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60363,1,1,1UYVS253*7U******,2021-09-08 14:02:19,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60381,1,1,1GRAA561*7K******,2021-09-08 14:02:19,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
